,Date,High,Low,Open,Close,Volume,Adj Close,symbol,year,month,carrier_id
0,2010-01-01,11.970000267028809,10.90999984741211,11.399999618530273,11.329999923706055,203240500.0,10.586236953735352,LUV,2010,1,WN
1,2010-02-01,12.729999542236328,11.020000457763672,11.369999885559082,12.579999923706055,201793800.0,11.754179000854492,LUV,2010,2,WN
2,2010-03-01,13.420000076293945,12.5,12.59000015258789,13.220000267028809,200286300.0,12.352169036865234,LUV,2010,3,WN
3,2010-04-01,13.970000267028809,13.079999923706055,13.369999885559082,13.180000305175781,221563100.0,12.3191556930542,LUV,2010,4,WN
4,2010-05-01,13.449999809265137,11.359999656677246,13.319999694824219,12.4399995803833,215020300.0,11.627485275268555,LUV,2010,5,WN
5,2010-06-01,12.770000457763672,11.0600004196167,12.300000190734863,11.109999656677246,169689500.0,10.384353637695312,LUV,2010,6,WN
6,2010-07-01,12.390000343322754,10.420000076293945,11.050000190734863,12.050000190734863,160332400.0,11.267178535461426,LUV,2010,7,WN
7,2010-08-01,12.319999694824219,10.760000228881836,12.140000343322754,11.050000190734863,108980500.0,10.332138061523438,LUV,2010,8,WN
8,2010-09-01,14.15999984741211,11.170000076293945,11.199999809265137,13.069999694824219,147323900.0,12.225892066955566,LUV,2010,9,WN
9,2010-10-01,13.949999809265137,12.59000015258789,13.229999542236328,13.760000228881836,124008800.0,12.871330261230469,LUV,2010,10,WN
10,2010-11-01,14.319999694824219,13.1899995803833,13.859999656677246,13.319999694824219,95589500.0,12.459744453430176,LUV,2010,11,WN
11,2010-12-01,13.609999656677246,12.3100004196167,13.479999542236328,12.979999542236328,120889800.0,12.141703605651855,LUV,2010,12,WN
12,2011-01-01,13.59000015258789,11.8100004196167,13.029999732971191,11.850000381469727,129882100.0,11.088520050048828,LUV,2011,1,WN
13,2011-02-01,12.579999923706055,11.40999984741211,11.9399995803833,11.829999923706055,170537800.0,11.069804191589355,LUV,2011,2,WN
14,2011-03-01,12.880000114440918,11.539999961853027,11.890000343322754,12.630000114440918,194332900.0,11.81839370727539,LUV,2011,3,WN
15,2011-04-01,12.869999885559082,11.300000190734863,12.739999771118164,11.75,189422000.0,10.999129295349121,LUV,2011,4,WN
16,2011-05-01,12.4399995803833,11.369999885559082,11.890000343322754,11.829999923706055,221902500.0,11.074016571044922,LUV,2011,5,WN
17,2011-06-01,11.920000076293945,10.680000305175781,11.8100004196167,11.420000076293945,190605100.0,10.690216064453125,LUV,2011,6,WN
18,2011-07-01,11.649999618530273,9.609999656677246,11.4399995803833,9.960000038146973,141411400.0,9.327149391174316,LUV,2011,7,WN
19,2011-08-01,10.170000076293945,7.809999942779541,10.0600004196167,8.619999885559082,329056100.0,8.072291374206543,LUV,2011,8,WN
20,2011-09-01,8.979999542236328,7.789999961853027,8.600000381469727,8.039999961853027,235222800.0,7.533464431762695,LUV,2011,9,WN
21,2011-10-01,9.279999732971191,7.150000095367432,8.020000457763672,8.550000190734863,211820400.0,8.011331558227539,LUV,2011,10,WN
22,2011-11-01,8.630000114440918,7.369999885559082,8.319999694824219,8.380000114440918,182291100.0,7.852043151855469,LUV,2011,11,WN
23,2011-12-01,8.710000038146973,8.119999885559082,8.300000190734863,8.5600004196167,140578300.0,8.020703315734863,LUV,2011,12,WN
24,2012-01-01,9.779999732971191,8.220000267028809,8.720000267028809,9.579999923706055,122195700.0,8.98121166229248,LUV,2012,1,WN
25,2012-02-01,10.050000190734863,8.670000076293945,9.699999809265137,8.979999542236328,101917800.0,8.418712615966797,LUV,2012,2,WN
26,2012-03-01,9.109999656677246,8.029999732971191,9.020000457763672,8.239999771118164,178081900.0,7.728909015655518,LUV,2012,3,WN
27,2012-04-01,8.5,7.760000228881836,8.220000267028809,8.279999732971191,182216400.0,7.766430377960205,LUV,2012,4,WN
28,2012-05-01,9.140000343322754,8.0,8.25,9.029999732971191,211008800.0,8.469908714294434,LUV,2012,5,WN
29,2012-06-01,9.420000076293945,8.579999923706055,8.899999618530273,9.220000267028809,225293800.0,8.648127555847168,LUV,2012,6,WN
30,2012-07-01,9.819999694824219,8.449999809265137,9.300000190734863,9.1899995803833,202143000.0,8.62962818145752,LUV,2012,7,WN
31,2012-08-01,9.529999732971191,8.8100004196167,9.1899995803833,8.9399995803833,175484900.0,8.394871711730957,LUV,2012,8,WN
32,2012-09-01,9.319999694824219,8.75,8.930000305175781,8.770000457763672,120278700.0,8.244278907775879,LUV,2012,9,WN
33,2012-10-01,9.170000076293945,8.680000305175781,8.779999732971191,8.819999694824219,137233000.0,8.291279792785645,LUV,2012,10,WN
34,2012-11-01,9.579999923706055,8.699999809265137,8.819999694824219,9.529999732971191,133572500.0,8.958719253540039,LUV,2012,11,WN
35,2012-12-01,10.609999656677246,9.420000076293945,9.579999923706055,10.239999771118164,134684300.0,9.62615966796875,LUV,2012,12,WN
36,2013-01-01,11.619999885559082,10.359999656677246,10.449999809265137,11.210000038146973,187986900.0,10.549185752868652,LUV,2013,1,WN
37,2013-02-01,11.899999618530273,11.149999618530273,11.289999961853027,11.699999809265137,127153100.0,11.010302543640137,LUV,2013,2,WN
38,2013-03-01,13.579999923706055,11.65999984741211,11.65999984741211,13.479999542236328,140992100.0,12.685369491577148,LUV,2013,3,WN
39,2013-04-01,13.770000457763672,12.449999809265137,13.470000267028809,13.699999809265137,158625600.0,12.903119087219238,LUV,2013,4,WN
40,2013-05-01,14.5600004196167,13.399999618530273,13.710000038146973,14.170000076293945,174503900.0,13.345783233642578,LUV,2013,5,WN
41,2013-06-01,14.279999732971191,12.789999961853027,14.180000305175781,12.890000343322754,150874500.0,12.140235900878906,LUV,2013,6,WN
42,2013-07-01,14.020000457763672,12.579999923706055,12.960000038146973,13.829999923706055,119536000.0,13.062431335449219,LUV,2013,7,WN
43,2013-08-01,14.239999771118164,12.640000343322754,13.90999984741211,12.8100004196167,119007600.0,12.099042892456055,LUV,2013,8,WN
44,2013-09-01,14.819999694824219,12.729999542236328,12.970000267028809,14.5600004196167,124606400.0,13.791069030761719,LUV,2013,9,WN
45,2013-10-01,17.34000015258789,14.479999542236328,14.579999923706055,17.219999313354492,151855900.0,16.310588836669922,LUV,2013,10,WN
46,2013-11-01,18.979999542236328,17.200000762939453,17.260000228881836,18.59000015258789,150545200.0,17.608240127563477,LUV,2013,11,WN
47,2013-12-01,19.0,17.729999542236328,18.6200008392334,18.84000015258789,122877900.0,17.845033645629883,LUV,2013,12,WN
48,2014-01-01,22.100000381469727,18.780000686645508,18.850000381469727,20.950000762939453,195636400.0,19.8866024017334,LUV,2014,1,WN
49,2014-02-01,22.6299991607666,20.229999542236328,20.979999542236328,22.440000534057617,154461900.0,21.300973892211914,LUV,2014,2,WN
50,2014-03-01,24.170000076293945,21.81999969482422,22.149999618530273,23.610000610351562,148114800.0,22.411582946777344,LUV,2014,3,WN
51,2014-04-01,24.450000762939453,22.350000381469727,23.729999542236328,24.170000076293945,141600700.0,22.984386444091797,LUV,2014,4,WN
52,2014-05-01,26.639999389648438,23.850000381469727,24.170000076293945,26.450000762939453,105610500.0,25.152549743652344,LUV,2014,5,WN
53,2014-06-01,27.700000762939453,25.469999313354492,26.479999542236328,26.860000610351562,140138400.0,25.542436599731445,LUV,2014,6,WN
54,2014-07-01,29.700000762939453,25.860000610351562,27.18000030517578,28.280000686645508,141101900.0,26.953920364379883,LUV,2014,7,WN
55,2014-08-01,32.43000030517578,27.420000076293945,28.209999084472656,32.0099983215332,102522300.0,30.50901985168457,LUV,2014,8,WN
56,2014-09-01,35.4900016784668,32.029998779296875,32.08000183105469,33.77000045776367,150320300.0,32.2492790222168,LUV,2014,9,WN
57,2014-10-01,35.349998474121094,28.399999618530273,32.970001220703125,34.47999954223633,278877600.0,32.92729568481445,LUV,2014,10,WN
58,2014-11-01,42.41999816894531,34.470001220703125,34.54999923706055,41.81999969482422,150416400.0,39.936763763427734,LUV,2014,11,WN
59,2014-12-01,43.189998626708984,38.72999954223633,42.2400016784668,42.31999969482422,194291500.0,40.414241790771484,LUV,2014,12,WN
60,2015-01-01,47.16999816894531,38.2599983215332,42.689998626708984,45.18000030517578,187090400.0,43.20698928833008,LUV,2015,1,WN
61,2015-02-01,45.4900016784668,42.189998626708984,44.939998626708984,43.2400016784668,150687600.0,41.35171127319336,LUV,2015,2,WN
62,2015-03-01,46.5,42.209999084472656,43.2400016784668,44.29999923706055,133228800.0,42.365413665771484,LUV,2015,3,WN
63,2015-04-01,44.189998626708984,40.099998474121094,44.06999969482422,40.560001373291016,140859800.0,38.84144973754883,LUV,2015,4,WN
64,2015-05-01,43.45000076293945,35.540000915527344,40.83000183105469,37.04999923706055,185917900.0,35.48017120361328,LUV,2015,5,WN
65,2015-06-01,38.29999923706055,33.02000045776367,37.11000061035156,33.09000015258789,238159900.0,31.687959671020508,LUV,2015,6,WN
66,2015-07-01,38.70000076293945,31.360000610351562,33.86000061035156,36.20000076293945,195239800.0,34.73650360107422,LUV,2015,7,WN
67,2015-08-01,40.869998931884766,32.939998626708984,36.65999984741211,36.70000076293945,187803300.0,35.21628952026367,LUV,2015,8,WN
68,2015-09-01,40.0,36.0,36.16999816894531,38.040000915527344,140448300.0,36.56991958618164,LUV,2015,9,WN
69,2015-10-01,46.95000076293945,37.0,37.81999969482422,46.290000915527344,163756800.0,44.50109100341797,LUV,2015,10,WN
70,2015-11-01,47.7599983215332,44.68000030517578,46.470001220703125,45.880001068115234,99988200.0,44.10694122314453,LUV,2015,11,WN
71,2015-12-01,51.34000015258789,42.65999984741211,46.0,43.060001373291016,138908000.0,41.39590835571289,LUV,2015,12,WN
72,2016-01-01,43.5,35.5099983215332,41.70000076293945,37.619998931884766,154041900.0,36.220947265625,LUV,2016,1,WN
