,month,carrier_id,carrier_name,total_fuel_cost,year
154,2,AA,American Airlines Inc.,405710427.0,2016
155,2,AS,Alaska Airlines Inc.,64013203.0,2016
156,2,B6,JetBlue Airways,99556083.0,2016
157,2,DL,Delta Air Lines Inc.,418711893.0,2016
158,2,NK,Spirit Air Lines,45333409.0,2016
159,2,UA,United Air Lines Inc.,376303117.0,2016
160,2,WN,Southwest Airlines Co.,269270544.0,2016
161,3,AA,American Airlines Inc.,470399431.0,2016
162,3,AS,Alaska Airlines Inc.,74943613.0,2016
163,3,B6,JetBlue Airways,112926057.0,2016
164,3,DL,Delta Air Lines Inc.,474280366.0,2016
165,3,NK,Spirit Air Lines,48421086.0,2016
166,3,UA,United Air Lines Inc.,441695391.0,2016
167,3,WN,Southwest Airlines Co.,319793282.0,2016
168,4,AA,American Airlines Inc.,463057869.0,2016
169,4,AS,Alaska Airlines Inc.,73280450.0,2016
170,4,B6,JetBlue Airways,111403505.0,2016
171,4,DL,Delta Air Lines Inc.,467695114.0,2016
172,4,NK,Spirit Air Lines,48152344.0,2016
173,4,UA,United Air Lines Inc.,428188923.0,2016
174,4,WN,Southwest Airlines Co.,320122768.0,2016
175,5,AA,American Airlines Inc.,483472623.0,2016
176,5,AS,Alaska Airlines Inc.,71267705.0,2016
177,5,B6,JetBlue Airways,107305126.0,2016
178,5,DL,Delta Air Lines Inc.,505968071.0,2016
179,5,NK,Spirit Air Lines,46221323.0,2016
180,5,UA,United Air Lines Inc.,448315754.0,2016
181,5,WN,Southwest Airlines Co.,313718151.0,2016
182,6,AA,American Airlines Inc.,467529063.0,2016
183,6,AS,Alaska Airlines Inc.,71112095.0,2016
184,6,B6,JetBlue Airways,106336890.0,2016
185,6,DL,Delta Air Lines Inc.,526504440.0,2016
186,6,NK,Spirit Air Lines,47920280.0,2016
187,6,UA,United Air Lines Inc.,452298657.0,2016
188,6,WN,Southwest Airlines Co.,308989857.0,2016
189,7,AA,American Airlines Inc.,492481518.0,2016
190,7,AS,Alaska Airlines Inc.,74880696.0,2016
191,7,B6,JetBlue Airways,115031818.0,2016
192,7,DL,Delta Air Lines Inc.,558943709.0,2016
193,7,NK,Spirit Air Lines,50680220.0,2016
194,7,UA,United Air Lines Inc.,470835673.0,2016
195,7,WN,Southwest Airlines Co.,320098115.0,2016
196,8,AA,American Airlines Inc.,519928131.0,2016
197,8,AS,Alaska Airlines Inc.,79457576.0,2016
198,8,B6,JetBlue Airways,123839332.0,2016
199,8,DL,Delta Air Lines Inc.,535785231.0,2016
200,8,NK,Spirit Air Lines,56709989.0,2016
201,8,UA,United Air Lines Inc.,493460968.0,2016
202,8,WN,Southwest Airlines Co.,327136102.0,2016
203,9,AA,American Airlines Inc.,474298088.0,2016
204,9,AS,Alaska Airlines Inc.,76698940.0,2016
205,9,B6,JetBlue Airways,108032141.0,2016
206,9,DL,Delta Air Lines Inc.,498229067.0,2016
207,9,NK,Spirit Air Lines,50909978.0,2016
208,9,UA,United Air Lines Inc.,478835917.0,2016
209,9,WN,Southwest Airlines Co.,303063218.0,2016
210,10,AA,American Airlines Inc.,523911775.0,2016
211,10,AS,Alaska Airlines Inc.,78038953.0,2016
212,10,B6,JetBlue Airways,117338300.0,2016
213,10,DL,Delta Air Lines Inc.,552229834.0,2016
214,10,NK,Spirit Air Lines,55850185.0,2016
215,10,UA,United Air Lines Inc.,499141199.0,2016
216,10,WN,Southwest Airlines Co.,321385705.0,2016
217,11,AA,American Airlines Inc.,479414257.0,2016
218,11,AS,Alaska Airlines Inc.,81797606.0,2016
219,11,B6,JetBlue Airways,117915059.0,2016
220,11,DL,Delta Air Lines Inc.,495375994.0,2016
221,11,NK,Spirit Air Lines,57269753.0,2016
222,11,UA,United Air Lines Inc.,472662190.0,2016
223,11,WN,Southwest Airlines Co.,328019614.0,2016
224,12,AA,American Airlines Inc.,551494299.0,2016
225,12,AS,Alaska Airlines Inc.,88948501.0,2016
226,12,B6,JetBlue Airways,132928875.0,2016
227,12,DL,Delta Air Lines Inc.,527198403.0,2016
228,12,NK,Spirit Air Lines,62085290.0,2016
229,12,UA,United Air Lines Inc.,515408590.0,2016
230,12,WN,Southwest Airlines Co.,329997258.0,2016
483,1,AA,American Airlines Inc.,524270778.0,2017
484,1,AS,Alaska Airlines Inc.,84522749.0,2017
485,1,B6,JetBlue Airways,103529879.0,2017
486,1,DL,Delta Air Lines Inc.,662845978.0,2017
487,1,NK,Spirit Air Lines,24012303.0,2017
488,1,UA,United Air Lines Inc.,395338401.0,2017
489,1,WN,Southwest Airlines Co.,311677042.0,2017
490,2,AA,American Airlines Inc.,477088026.0,2017
491,2,AS,Alaska Airlines Inc.,82777577.0,2017
492,2,B6,JetBlue Airways,108490251.0,2017
493,2,DL,Delta Air Lines Inc.,646794364.0,2017
494,2,NK,Spirit Air Lines,23177223.0,2017
495,2,UA,United Air Lines Inc.,371932693.0,2017
496,2,WN,Southwest Airlines Co.,286356751.0,2017
497,3,AA,American Airlines Inc.,588494643.0,2017
498,3,AS,Alaska Airlines Inc.,104669547.0,2017
499,3,B6,JetBlue Airways,140770492.0,2017
500,3,DL,Delta Air Lines Inc.,783920862.0,2017
501,3,NK,Spirit Air Lines,23177223.0,2017
502,3,UA,United Air Lines Inc.,491631679.0,2017
503,3,WN,Southwest Airlines Co.,389176197.0,2017
504,4,AA,American Airlines Inc.,618293408.0,2017
505,4,AS,Alaska Airlines Inc.,108259411.0,2017
506,4,B6,JetBlue Airways,145205547.0,2017
507,4,DL,Delta Air Lines Inc.,824085334.0,2017
508,4,NK,Spirit Air Lines,35539017.0,2017
509,4,UA,United Air Lines Inc.,513769446.0,2017
510,4,WN,Southwest Airlines Co.,405815527.0,2017
511,5,AA,American Airlines Inc.,652047050.0,2017
512,5,AS,Alaska Airlines Inc.,105857073.0,2017
513,5,B6,JetBlue Airways,145786857.0,2017
514,5,DL,Delta Air Lines Inc.,867781525.0,2017
515,5,NK,Spirit Air Lines,36752768.0,2017
516,5,UA,United Air Lines Inc.,536360942.0,2017
517,5,WN,Southwest Airlines Co.,422911657.0,2017
518,6,AA,American Airlines Inc.,625154053.0,2017
519,6,AS,Alaska Airlines Inc.,107024884.0,2017
520,6,B6,JetBlue Airways,148554712.0,2017
521,6,DL,Delta Air Lines Inc.,882006522.0,2017
522,6,NK,Spirit Air Lines,35030227.0,2017
523,6,UA,United Air Lines Inc.,509464489.0,2017
524,6,WN,Southwest Airlines Co.,429599000.0,2017
525,7,AA,American Airlines Inc.,665613138.0,2017
526,7,AS,Alaska Airlines Inc.,109057318.0,2017
527,7,B6,JetBlue Airways,162978403.0,2017
528,7,DL,Delta Air Lines Inc.,936893344.0,2017
529,7,NK,Spirit Air Lines,37689419.0,2017
530,7,UA,United Air Lines Inc.,556607355.0,2017
531,7,WN,Southwest Airlines Co.,418921347.0,2017
532,8,AA,American Airlines Inc.,647574448.0,2017
533,8,AS,Alaska Airlines Inc.,106337809.0,2017
534,8,B6,JetBlue Airways,154581955.0,2017
535,8,DL,Delta Air Lines Inc.,894197720.0,2017
536,8,NK,Spirit Air Lines,35784710.0,2017
537,8,UA,United Air Lines Inc.,545299352.0,2017
538,8,WN,Southwest Airlines Co.,416264926.0,2017
539,9,AA,American Airlines Inc.,633595479.0,2017
540,9,AS,Alaska Airlines Inc.,96124507.0,2017
541,9,B6,JetBlue Airways,136201374.0,2017
542,9,DL,Delta Air Lines Inc.,770036027.0,2017
543,9,NK,Spirit Air Lines,31510314.0,2017
544,9,UA,United Air Lines Inc.,488503300.0,2017
545,9,WN,Southwest Airlines Co.,406142066.0,2017
546,10,AA,American Airlines Inc.,560526521.0,2017
547,10,AS,Alaska Airlines Inc.,95757518.0,2017
548,10,B6,JetBlue Airways,132518706.0,2017
549,10,DL,Delta Air Lines Inc.,762368423.0,2017
550,10,NK,Spirit Air Lines,27652332.0,2017
551,10,UA,United Air Lines Inc.,483834078.0,2017
552,10,WN,Southwest Airlines Co.,393631966.0,2017
553,11,AA,American Airlines Inc.,561721373.0,2017
554,11,AS,Alaska Airlines Inc.,99131348.0,2017
555,11,B6,JetBlue Airways,138263994.0,2017
556,11,DL,Delta Air Lines Inc.,655726062.0,2017
557,11,NK,Spirit Air Lines,32731906.0,2017
558,11,UA,United Air Lines Inc.,433384260.0,2017
559,11,WN,Southwest Airlines Co.,380697765.0,2017
560,12,AA,American Airlines Inc.,598698428.0,2017
561,12,AS,Alaska Airlines Inc.,99384809.0,2017
562,12,B6,JetBlue Airways,146723914.0,2017
563,12,DL,Delta Air Lines Inc.,703536896.0,2017
564,12,NK,Spirit Air Lines,34564990.0,2017
565,12,UA,United Air Lines Inc.,461457113.0,2017
566,12,WN,Southwest Airlines Co.,401977009.0,2017
84,1,AA,American Airlines Inc.,527930266.0,2018
85,1,AS,Alaska Airlines Inc.,117295194.0,2018
86,1,B6,JetBlue Airways,137193906.0,2018
87,1,DL,Delta Air Lines Inc.,562392438.0,2018
88,1,NK,Spirit Air Lines,71242248.0,2018
89,1,UA,United Air Lines Inc.,500710455.0,2018
90,1,WN,Southwest Airlines Co.,315731576.0,2018
91,2,AA,American Airlines Inc.,506989847.0,2018
92,2,AS,Alaska Airlines Inc.,110417119.0,2018
93,2,B6,JetBlue Airways,136980956.0,2018
94,2,DL,Delta Air Lines Inc.,512424644.0,2018
95,2,NK,Spirit Air Lines,71407508.0,2018
96,2,UA,United Air Lines Inc.,472939819.0,2018
97,2,WN,Southwest Airlines Co.,293559548.0,2018
98,3,AA,American Airlines Inc.,595793975.0,2018
99,3,AS,Alaska Airlines Inc.,134629100.0,2018
100,3,B6,JetBlue Airways,162930484.0,2018
101,3,DL,Delta Air Lines Inc.,609257127.0,2018
102,3,NK,Spirit Air Lines,86986328.0,2018
103,3,UA,United Air Lines Inc.,597728943.0,2018
104,3,WN,Southwest Airlines Co.,359210576.0,2018
105,4,AA,American Airlines Inc.,589969418.0,2018
106,4,AS,Alaska Airlines Inc.,137208447.0,2018
107,4,B6,JetBlue Airways,162565520.0,2018
108,4,DL,Delta Air Lines Inc.,598624785.0,2018
109,4,NK,Spirit Air Lines,85020397.0,2018
110,4,UA,United Air Lines Inc.,591706212.0,2018
111,4,WN,Southwest Airlines Co.,348343487.0,2018
112,5,AA,American Airlines Inc.,660653095.0,2018
113,5,AS,Alaska Airlines Inc.,151473132.0,2018
114,5,B6,JetBlue Airways,167296966.0,2018
115,5,DL,Delta Air Lines Inc.,654812923.0,2018
116,5,NK,Spirit Air Lines,94757645.0,2018
117,5,UA,United Air Lines Inc.,653718728.0,2018
118,5,WN,Southwest Airlines Co.,378163574.0,2018
119,6,AA,American Airlines Inc.,636743732.0,2018
120,6,AS,Alaska Airlines Inc.,137655825.0,2018
121,6,B6,JetBlue Airways,154413079.0,2018
122,6,DL,Delta Air Lines Inc.,712864450.0,2018
123,6,NK,Spirit Air Lines,85227413.0,2018
124,6,UA,United Air Lines Inc.,628169636.0,2018
125,6,WN,Southwest Airlines Co.,357969700.0,2018
126,7,AA,American Airlines Inc.,658527259.0,2018
127,7,AS,Alaska Airlines Inc.,146809415.0,2018
128,7,B6,JetBlue Airways,167225559.0,2018
129,7,DL,Delta Air Lines Inc.,688490352.0,2018
130,7,NK,Spirit Air Lines,91576334.0,2018
131,7,UA,United Air Lines Inc.,645067356.0,2018
132,7,WN,Southwest Airlines Co.,368451237.0,2018
133,8,AA,American Airlines Inc.,646382308.0,2018
134,8,AS,Alaska Airlines Inc.,139348885.0,2018
135,8,B6,JetBlue Airways,163627281.0,2018
136,8,DL,Delta Air Lines Inc.,669235386.0,2018
137,8,NK,Spirit Air Lines,88843977.0,2018
138,8,UA,United Air Lines Inc.,626433174.0,2018
139,8,WN,Southwest Airlines Co.,346816200.0,2018
140,9,AA,American Airlines Inc.,582240436.0,2018
141,9,AS,Alaska Airlines Inc.,125986059.0,2018
142,9,B6,JetBlue Airways,140202692.0,2018
143,9,DL,Delta Air Lines Inc.,602353484.0,2018
144,9,NK,Spirit Air Lines,73426677.0,2018
145,9,UA,United Air Lines Inc.,561519578.0,2018
146,9,WN,Southwest Airlines Co.,319609214.0,2018
231,1,AA,American Airlines Inc.,560634926.0,2019
232,1,AS,Alaska Airlines Inc.,124660897.0,2019
233,1,B6,JetBlue Airways,142022199.0,2019
234,1,DL,Delta Air Lines Inc.,546581010.0,2019
235,1,NK,Spirit Air Lines,69562682.0,2019
236,1,UA,United Air Lines Inc.,507943829.0,2019
237,1,WN,Southwest Airlines Co.,319693866.0,2019
238,2,AA,American Airlines Inc.,521982273.0,2019
239,2,AS,Alaska Airlines Inc.,113227536.0,2019
240,2,B6,JetBlue Airways,132609918.0,2019
241,2,DL,Delta Air Lines Inc.,499657381.0,2019
242,2,NK,Spirit Air Lines,64842232.0,2019
243,2,UA,United Air Lines Inc.,475312985.0,2019
244,2,WN,Southwest Airlines Co.,295824553.0,2019
245,3,AA,American Airlines Inc.,583760151.0,2019
246,3,AS,Alaska Airlines Inc.,129431305.0,2019
247,3,B6,JetBlue Airways,142221682.0,2019
248,3,DL,Delta Air Lines Inc.,554695520.0,2019
249,3,NK,Spirit Air Lines,70240724.0,2019
250,3,UA,United Air Lines Inc.,550417287.0,2019
251,3,WN,Southwest Airlines Co.,351767819.0,2019
252,4,AA,American Airlines Inc.,598772599.0,2019
253,4,AS,Alaska Airlines Inc.,136203107.0,2019
254,4,B6,JetBlue Airways,153254256.0,2019
255,4,DL,Delta Air Lines Inc.,622668832.0,2019
256,4,NK,Spirit Air Lines,74289874.0,2019
257,4,UA,United Air Lines Inc.,569304950.0,2019
258,4,WN,Southwest Airlines Co.,354131759.0,2019
259,5,AA,American Airlines Inc.,688107672.0,2019
260,5,AS,Alaska Airlines Inc.,150860233.0,2019
261,5,B6,JetBlue Airways,169993298.0,2019
262,5,DL,Delta Air Lines Inc.,651070915.0,2019
263,5,NK,Spirit Air Lines,84672314.0,2019
264,5,UA,United Air Lines Inc.,647499154.0,2019
265,5,WN,Southwest Airlines Co.,385763181.0,2019
266,6,AA,American Airlines Inc.,715573331.0,2019
267,6,AS,Alaska Airlines Inc.,152302542.0,2019
268,6,B6,JetBlue Airways,167870388.0,2019
269,6,DL,Delta Air Lines Inc.,705862646.0,2019
270,6,NK,Spirit Air Lines,87217867.0,2019
271,6,UA,United Air Lines Inc.,686849022.0,2019
272,6,WN,Southwest Airlines Co.,403070327.0,2019
273,7,AA,American Airlines Inc.,735726546.0,2019
274,7,AS,Alaska Airlines Inc.,156998714.0,2019
275,7,B6,JetBlue Airways,176866669.0,2019
276,7,DL,Delta Air Lines Inc.,776004538.0,2019
277,7,NK,Spirit Air Lines,91321528.0,2019
278,7,UA,United Air Lines Inc.,709820683.0,2019
279,7,WN,Southwest Airlines Co.,409421954.0,2019
280,8,AA,American Airlines Inc.,724232724.0,2019
281,8,AS,Alaska Airlines Inc.,154113329.0,2019
282,8,B6,JetBlue Airways,176609955.0,2019
283,8,DL,Delta Air Lines Inc.,752331133.0,2019
284,8,NK,Spirit Air Lines,91480768.0,2019
285,8,UA,United Air Lines Inc.,694423722.0,2019
286,8,WN,Southwest Airlines Co.,389813643.0,2019
287,9,AA,American Airlines Inc.,666494249.0,2019
288,9,AS,Alaska Airlines Inc.,139386319.0,2019
289,9,B6,JetBlue Airways,161329062.0,2019
290,9,DL,Delta Air Lines Inc.,656019382.0,2019
291,9,NK,Spirit Air Lines,76016010.0,2019
292,9,UA,United Air Lines Inc.,634502047.0,2019
293,9,WN,Southwest Airlines Co.,352368431.0,2019
294,10,AA,American Airlines Inc.,709266054.0,2019
295,10,AS,Alaska Airlines Inc.,151392652.0,2019
296,10,B6,JetBlue Airways,169632524.0,2019
297,10,DL,Delta Air Lines Inc.,715587544.0,2019
298,10,NK,Spirit Air Lines,79410404.0,2019
299,10,UA,United Air Lines Inc.,686746812.0,2019
300,10,WN,Southwest Airlines Co.,390252215.0,2019
301,11,AA,American Airlines Inc.,598494164.0,2019
302,11,AS,Alaska Airlines Inc.,141954875.0,2019
303,11,B6,JetBlue Airways,158355073.0,2019
304,11,DL,Delta Air Lines Inc.,648932844.0,2019
305,11,NK,Spirit Air Lines,78408771.0,2019
306,11,UA,United Air Lines Inc.,617440815.0,2019
307,11,WN,Southwest Airlines Co.,392274611.0,2019
308,12,AA,American Airlines Inc.,561707796.0,2019
309,12,AS,Alaska Airlines Inc.,127340061.0,2019
310,12,B6,JetBlue Airways,148470547.0,2019
311,12,DL,Delta Air Lines Inc.,675360855.0,2019
312,12,NK,Spirit Air Lines,71860839.0,2019
313,12,UA,United Air Lines Inc.,569473976.0,2019
314,12,WN,Southwest Airlines Co.,357550908.0,2019
